날짜,호선,역명,구분,07시-10시
2021-09-01,4,당고개,승차,5330
2021-09-01,4,상계,승차,8016
2021-09-01,4,노원,승차,5618
2021-09-01,4,창동,승차,8402
2021-09-01,4,쌍문,승차,12586
2021-09-01,4,수유(강북구청),승차,11859
2021-09-01,4,미아(서울사이버대학),승차,5117
2021-09-01,4,미아사거리,승차,9937
2021-09-01,4,길음,승차,8192
2021-09-01,4,성신여대입구(돈암),승차,5122
2021-09-01,4,한성대입구(삼선교),승차,3483
2021-09-01,4,혜화,승차,2252
2021-09-01,4,동대문,승차,822
2021-09-01,4,동대문역사문화공원(DDP),승차,826
2021-09-01,4,충무로,승차,1183
2021-09-01,4,명동,승차,544
2021-09-01,4,회현(남대문시장),승차,755
2021-09-01,4,서울역,승차,1279
2021-09-01,4,숙대입구(갈월),승차,2126
2021-09-01,4,삼각지,승차,857
2021-09-01,4,신용산,승차,1418
2021-09-01,4,이촌(국립중앙박물관),승차,1463
2021-09-01,4,동작(현충원),승차,511
2021-09-01,4,총신대입구(이수),승차,5290
2021-09-01,4,사당,승차,7856
2021-09-01,4,남태령,승차,273
2021-09-02,4,당고개,승차,5348
2021-09-02,4,상계,승차,8004
2021-09-02,4,노원,승차,5600
2021-09-02,4,창동,승차,8462
2021-09-02,4,쌍문,승차,12602
2021-09-02,4,수유(강북구청),승차,11737
2021-09-02,4,미아(서울사이버대학),승차,5050
2021-09-02,4,미아사거리,승차,9935
2021-09-02,4,길음,승차,8301
2021-09-02,4,성신여대입구(돈암),승차,5184
2021-09-02,4,한성대입구(삼선교),승차,3496
2021-09-02,4,혜화,승차,2222
2021-09-02,4,동대문,승차,963
2021-09-02,4,동대문역사문화공원(DDP),승차,786
2021-09-02,4,충무로,승차,1161
2021-09-02,4,명동,승차,558
2021-09-02,4,회현(남대문시장),승차,728
2021-09-02,4,서울역,승차,1331
2021-09-02,4,숙대입구(갈월),승차,2117
2021-09-02,4,삼각지,승차,857
2021-09-02,4,신용산,승차,1440
2021-09-02,4,이촌(국립중앙박물관),승차,1448
2021-09-02,4,동작(현충원),승차,498
2021-09-02,4,총신대입구(이수),승차,5360
2021-09-02,4,사당,승차,8037
2021-09-02,4,남태령,승차,280
2021-09-03,4,당고개,승차,5342
2021-09-03,4,상계,승차,7883
2021-09-03,4,노원,승차,5464
2021-09-03,4,창동,승차,8376
2021-09-03,4,쌍문,승차,12478
2021-09-03,4,수유(강북구청),승차,11615
2021-09-03,4,미아(서울사이버대학),승차,5026
2021-09-03,4,미아사거리,승차,9872
2021-09-03,4,길음,승차,8026
2021-09-03,4,성신여대입구(돈암),승차,5076
2021-09-03,4,한성대입구(삼선교),승차,3418
2021-09-03,4,혜화,승차,2232
2021-09-03,4,동대문,승차,944
2021-09-03,4,동대문역사문화공원(DDP),승차,796
2021-09-03,4,충무로,승차,1201
2021-09-03,4,명동,승차,520
2021-09-03,4,회현(남대문시장),승차,786
2021-09-03,4,서울역,승차,1359
2021-09-03,4,숙대입구(갈월),승차,2052
2021-09-03,4,삼각지,승차,826
2021-09-03,4,신용산,승차,1480
2021-09-03,4,이촌(국립중앙박물관),승차,1415
2021-09-03,4,동작(현충원),승차,518
2021-09-03,4,총신대입구(이수),승차,5192
2021-09-03,4,사당,승차,7721
2021-09-03,4,남태령,승차,304
2021-09-04,4,당고개,승차,2116
2021-09-04,4,상계,승차,2999
2021-09-04,4,노원,승차,2277
2021-09-04,4,창동,승차,3322
2021-09-04,4,쌍문,승차,4943
2021-09-04,4,수유(강북구청),승차,5026
2021-09-04,4,미아(서울사이버대학),승차,2272
2021-09-04,4,미아사거리,승차,3925
2021-09-04,4,길음,승차,2708
2021-09-04,4,성신여대입구(돈암),승차,2079
2021-09-04,4,한성대입구(삼선교),승차,1512
2021-09-04,4,혜화,승차,1277
2021-09-04,4,동대문,승차,725
2021-09-04,4,동대문역사문화공원(DDP),승차,569
2021-09-04,4,충무로,승차,775
2021-09-04,4,명동,승차,425
2021-09-04,4,회현(남대문시장),승차,529
2021-09-04,4,서울역,승차,603
2021-09-04,4,숙대입구(갈월),승차,975
2021-09-04,4,삼각지,승차,312
2021-09-04,4,신용산,승차,590
2021-09-04,4,이촌(국립중앙박물관),승차,568
2021-09-04,4,동작(현충원),승차,263
2021-09-04,4,총신대입구(이수),승차,2003
2021-09-04,4,사당,승차,2562
2021-09-04,4,남태령,승차,148
2021-09-05,4,당고개,승차,1260
2021-09-05,4,상계,승차,1692
2021-09-05,4,노원,승차,1355
2021-09-05,4,창동,승차,2095
2021-09-05,4,쌍문,승차,2981
2021-09-05,4,수유(강북구청),승차,3193
2021-09-05,4,미아(서울사이버대학),승차,1378
2021-09-05,4,미아사거리,승차,2341
2021-09-05,4,길음,승차,1499
2021-09-05,4,성신여대입구(돈암),승차,1228
2021-09-05,4,한성대입구(삼선교),승차,901
2021-09-05,4,혜화,승차,741
2021-09-05,4,동대문,승차,225
2021-09-05,4,동대문역사문화공원(DDP),승차,394
2021-09-05,4,충무로,승차,506
2021-09-05,4,명동,승차,331
2021-09-05,4,회현(남대문시장),승차,313
2021-09-05,4,서울역,승차,433
2021-09-05,4,숙대입구(갈월),승차,630
2021-09-05,4,삼각지,승차,187
2021-09-05,4,신용산,승차,390
2021-09-05,4,이촌(국립중앙박물관),승차,366
2021-09-05,4,동작(현충원),승차,223
2021-09-05,4,총신대입구(이수),승차,1229
2021-09-05,4,사당,승차,1586
2021-09-05,4,남태령,승차,92
2021-09-06,4,당고개,승차,5673
2021-09-06,4,상계,승차,8187
2021-09-06,4,노원,승차,5635
2021-09-06,4,창동,승차,8642
2021-09-06,4,쌍문,승차,13054
2021-09-06,4,수유(강북구청),승차,11883
2021-09-06,4,미아(서울사이버대학),승차,5245
2021-09-06,4,미아사거리,승차,10247
2021-09-06,4,길음,승차,8492
2021-09-06,4,성신여대입구(돈암),승차,5229
2021-09-06,4,한성대입구(삼선교),승차,3626
2021-09-06,4,혜화,승차,2430
2021-09-06,4,동대문,승차,971
2021-09-06,4,동대문역사문화공원(DDP),승차,824
2021-09-06,4,충무로,승차,1139
2021-09-06,4,명동,승차,574
2021-09-06,4,회현(남대문시장),승차,753
2021-09-06,4,서울역,승차,1403
2021-09-06,4,숙대입구(갈월),승차,2286
2021-09-06,4,삼각지,승차,873
2021-09-06,4,신용산,승차,1544
2021-09-06,4,이촌(국립중앙박물관),승차,1611
2021-09-06,4,동작(현충원),승차,488
2021-09-06,4,총신대입구(이수),승차,5400
2021-09-06,4,사당,승차,8181
2021-09-06,4,남태령,승차,289
2021-09-07,4,당고개,승차,5458
2021-09-07,4,상계,승차,8058
2021-09-07,4,노원,승차,5504
2021-09-07,4,창동,승차,8409
2021-09-07,4,쌍문,승차,12642
2021-09-07,4,수유(강북구청),승차,11784
2021-09-07,4,미아(서울사이버대학),승차,5010
2021-09-07,4,미아사거리,승차,9999
2021-09-07,4,길음,승차,8316
2021-09-07,4,성신여대입구(돈암),승차,5105
2021-09-07,4,한성대입구(삼선교),승차,3592
2021-09-07,4,혜화,승차,2375
2021-09-07,4,동대문,승차,920
2021-09-07,4,동대문역사문화공원(DDP),승차,825
2021-09-07,4,충무로,승차,1211
2021-09-07,4,명동,승차,571
2021-09-07,4,회현(남대문시장),승차,716
2021-09-07,4,서울역,승차,1378
2021-09-07,4,숙대입구(갈월),승차,2173
2021-09-07,4,삼각지,승차,827
2021-09-07,4,신용산,승차,1478
2021-09-07,4,이촌(국립중앙박물관),승차,1501
2021-09-07,4,동작(현충원),승차,457
2021-09-07,4,총신대입구(이수),승차,5297
2021-09-07,4,사당,승차,7873
2021-09-07,4,남태령,승차,292
2021-09-08,4,당고개,승차,5655
2021-09-08,4,상계,승차,8116
2021-09-08,4,노원,승차,5708
2021-09-08,4,창동,승차,8745
2021-09-08,4,쌍문,승차,13035
2021-09-08,4,수유(강북구청),승차,12132
2021-09-08,4,미아(서울사이버대학),승차,5204
2021-09-08,4,미아사거리,승차,10213
2021-09-08,4,길음,승차,8461
2021-09-08,4,성신여대입구(돈암),승차,5253
2021-09-08,4,한성대입구(삼선교),승차,3676
2021-09-08,4,혜화,승차,2333
2021-09-08,4,동대문,승차,931
2021-09-08,4,동대문역사문화공원(DDP),승차,838
2021-09-08,4,충무로,승차,1213
2021-09-08,4,명동,승차,576
2021-09-08,4,회현(남대문시장),승차,740
2021-09-08,4,서울역,승차,1374
2021-09-08,4,숙대입구(갈월),승차,2160
2021-09-08,4,삼각지,승차,868
2021-09-08,4,신용산,승차,1505
2021-09-08,4,이촌(국립중앙박물관),승차,1530
2021-09-08,4,동작(현충원),승차,488
2021-09-08,4,총신대입구(이수),승차,5463
2021-09-08,4,사당,승차,8298
2021-09-08,4,남태령,승차,308
2021-09-09,4,당고개,승차,5530
2021-09-09,4,상계,승차,8069
2021-09-09,4,노원,승차,5681
2021-09-09,4,창동,승차,8603
2021-09-09,4,쌍문,승차,12868
2021-09-09,4,수유(강북구청),승차,11962
2021-09-09,4,미아(서울사이버대학),승차,5138
2021-09-09,4,미아사거리,승차,10254
2021-09-09,4,길음,승차,8429
2021-09-09,4,성신여대입구(돈암),승차,5209
2021-09-09,4,한성대입구(삼선교),승차,3572
2021-09-09,4,혜화,승차,2411
2021-09-09,4,동대문,승차,998
2021-09-09,4,동대문역사문화공원(DDP),승차,858
2021-09-09,4,충무로,승차,1217
2021-09-09,4,명동,승차,623
2021-09-09,4,회현(남대문시장),승차,806
2021-09-09,4,서울역,승차,1342
2021-09-09,4,숙대입구(갈월),승차,2150
2021-09-09,4,삼각지,승차,880
2021-09-09,4,신용산,승차,1465
2021-09-09,4,이촌(국립중앙박물관),승차,1522
2021-09-09,4,동작(현충원),승차,500
2021-09-09,4,총신대입구(이수),승차,5366
2021-09-09,4,사당,승차,8103
2021-09-09,4,남태령,승차,284
2021-09-10,4,당고개,승차,5361
2021-09-10,4,상계,승차,7925
2021-09-10,4,노원,승차,5523
2021-09-10,4,창동,승차,8340
2021-09-10,4,쌍문,승차,12483
2021-09-10,4,수유(강북구청),승차,11784
2021-09-10,4,미아(서울사이버대학),승차,5038
2021-09-10,4,미아사거리,승차,9971
2021-09-10,4,길음,승차,8148
2021-09-10,4,성신여대입구(돈암),승차,4998
2021-09-10,4,한성대입구(삼선교),승차,3482
2021-09-10,4,혜화,승차,2335
2021-09-10,4,동대문,승차,981
2021-09-10,4,동대문역사문화공원(DDP),승차,822
2021-09-10,4,충무로,승차,1215
2021-09-10,4,명동,승차,529
2021-09-10,4,회현(남대문시장),승차,756
2021-09-10,4,서울역,승차,1322
2021-09-10,4,숙대입구(갈월),승차,2105
2021-09-10,4,삼각지,승차,803
2021-09-10,4,신용산,승차,1444
2021-09-10,4,이촌(국립중앙박물관),승차,1472
2021-09-10,4,동작(현충원),승차,500
2021-09-10,4,총신대입구(이수),승차,5264
2021-09-10,4,사당,승차,7719
2021-09-10,4,남태령,승차,286
2021-09-11,4,당고개,승차,2162
2021-09-11,4,상계,승차,3163
2021-09-11,4,노원,승차,2325
2021-09-11,4,창동,승차,3490
2021-09-11,4,쌍문,승차,5216
2021-09-11,4,수유(강북구청),승차,5283
2021-09-11,4,미아(서울사이버대학),승차,2334
2021-09-11,4,미아사거리,승차,3921
2021-09-11,4,길음,승차,2798
2021-09-11,4,성신여대입구(돈암),승차,2087
2021-09-11,4,한성대입구(삼선교),승차,1557
2021-09-11,4,혜화,승차,1306
2021-09-11,4,동대문,승차,714
2021-09-11,4,동대문역사문화공원(DDP),승차,597
2021-09-11,4,충무로,승차,907
2021-09-11,4,명동,승차,424
2021-09-11,4,회현(남대문시장),승차,552
2021-09-11,4,서울역,승차,636
2021-09-11,4,숙대입구(갈월),승차,1001
2021-09-11,4,삼각지,승차,299
2021-09-11,4,신용산,승차,573
2021-09-11,4,이촌(국립중앙박물관),승차,538
2021-09-11,4,동작(현충원),승차,249
2021-09-11,4,총신대입구(이수),승차,1995
2021-09-11,4,사당,승차,2805
2021-09-11,4,남태령,승차,152
2021-09-12,4,당고개,승차,1331
2021-09-12,4,상계,승차,1821
2021-09-12,4,노원,승차,1420
2021-09-12,4,창동,승차,2145
2021-09-12,4,쌍문,승차,3152
2021-09-12,4,수유(강북구청),승차,3355
2021-09-12,4,미아(서울사이버대학),승차,1458
2021-09-12,4,미아사거리,승차,2486
2021-09-12,4,길음,승차,1552
2021-09-12,4,성신여대입구(돈암),승차,1261
2021-09-12,4,한성대입구(삼선교),승차,973
2021-09-12,4,혜화,승차,802
2021-09-12,4,동대문,승차,252
2021-09-12,4,동대문역사문화공원(DDP),승차,369
2021-09-12,4,충무로,승차,505
2021-09-12,4,명동,승차,349
2021-09-12,4,회현(남대문시장),승차,313
2021-09-12,4,서울역,승차,462
2021-09-12,4,숙대입구(갈월),승차,661
2021-09-12,4,삼각지,승차,192
2021-09-12,4,신용산,승차,380
2021-09-12,4,이촌(국립중앙박물관),승차,378
2021-09-12,4,동작(현충원),승차,186
2021-09-12,4,총신대입구(이수),승차,1315
2021-09-12,4,사당,승차,1630
2021-09-12,4,남태령,승차,129
2021-09-13,4,당고개,승차,5696
2021-09-13,4,상계,승차,8129
2021-09-13,4,노원,승차,5653
2021-09-13,4,창동,승차,8813
2021-09-13,4,쌍문,승차,13178
2021-09-13,4,수유(강북구청),승차,12132
2021-09-13,4,미아(서울사이버대학),승차,5298
2021-09-13,4,미아사거리,승차,10399
2021-09-13,4,길음,승차,8585
2021-09-13,4,성신여대입구(돈암),승차,5189
2021-09-13,4,한성대입구(삼선교),승차,3651
2021-09-13,4,혜화,승차,2418
2021-09-13,4,동대문,승차,961
2021-09-13,4,동대문역사문화공원(DDP),승차,797
2021-09-13,4,충무로,승차,1148
2021-09-13,4,명동,승차,563
2021-09-13,4,회현(남대문시장),승차,754
2021-09-13,4,서울역,승차,1417
2021-09-13,4,숙대입구(갈월),승차,2201
2021-09-13,4,삼각지,승차,915
2021-09-13,4,신용산,승차,1579
2021-09-13,4,이촌(국립중앙박물관),승차,1537
2021-09-13,4,동작(현충원),승차,516
2021-09-13,4,총신대입구(이수),승차,5477
2021-09-13,4,사당,승차,8342
2021-09-13,4,남태령,승차,295
2021-09-14,4,당고개,승차,5594
2021-09-14,4,상계,승차,8268
2021-09-14,4,노원,승차,5707
2021-09-14,4,창동,승차,8787
2021-09-14,4,쌍문,승차,12972
2021-09-14,4,수유(강북구청),승차,12117
2021-09-14,4,미아(서울사이버대학),승차,5210
2021-09-14,4,미아사거리,승차,10293
2021-09-14,4,길음,승차,8468
2021-09-14,4,성신여대입구(돈암),승차,5253
2021-09-14,4,한성대입구(삼선교),승차,3627
2021-09-14,4,혜화,승차,2395
2021-09-14,4,동대문,승차,1007
2021-09-14,4,동대문역사문화공원(DDP),승차,827
2021-09-14,4,충무로,승차,1266
2021-09-14,4,명동,승차,561
2021-09-14,4,회현(남대문시장),승차,762
2021-09-14,4,서울역,승차,1387
2021-09-14,4,숙대입구(갈월),승차,2232
2021-09-14,4,삼각지,승차,913
2021-09-14,4,신용산,승차,1547
2021-09-14,4,이촌(국립중앙박물관),승차,1549
2021-09-14,4,동작(현충원),승차,549
2021-09-14,4,총신대입구(이수),승차,5454
2021-09-14,4,사당,승차,8134
2021-09-14,4,남태령,승차,272
2021-09-15,4,당고개,승차,5565
2021-09-15,4,상계,승차,8259
2021-09-15,4,노원,승차,5753
2021-09-15,4,창동,승차,8794
2021-09-15,4,쌍문,승차,13161
2021-09-15,4,수유(강북구청),승차,12291
2021-09-15,4,미아(서울사이버대학),승차,5248
2021-09-15,4,미아사거리,승차,10439
2021-09-15,4,길음,승차,8480
2021-09-15,4,성신여대입구(돈암),승차,5283
2021-09-15,4,한성대입구(삼선교),승차,3695
2021-09-15,4,혜화,승차,2403
2021-09-15,4,동대문,승차,972
2021-09-15,4,동대문역사문화공원(DDP),승차,863
2021-09-15,4,충무로,승차,1268
2021-09-15,4,명동,승차,597
2021-09-15,4,회현(남대문시장),승차,760
2021-09-15,4,서울역,승차,1368
2021-09-15,4,숙대입구(갈월),승차,2254
2021-09-15,4,삼각지,승차,894
2021-09-15,4,신용산,승차,1593
2021-09-15,4,이촌(국립중앙박물관),승차,1587
2021-09-15,4,동작(현충원),승차,581
2021-09-15,4,총신대입구(이수),승차,5667
2021-09-15,4,사당,승차,8121
2021-09-15,4,남태령,승차,296
2021-09-16,4,당고개,승차,5531
2021-09-16,4,상계,승차,7992
2021-09-16,4,노원,승차,5724
2021-09-16,4,창동,승차,8956
2021-09-16,4,쌍문,승차,13028
2021-09-16,4,수유(강북구청),승차,12363
2021-09-16,4,미아(서울사이버대학),승차,5346
2021-09-16,4,미아사거리,승차,10349
2021-09-16,4,길음,승차,8694
2021-09-16,4,성신여대입구(돈암),승차,5423
2021-09-16,4,한성대입구(삼선교),승차,3551
2021-09-16,4,혜화,승차,2410
2021-09-16,4,동대문,승차,1023
2021-09-16,4,동대문역사문화공원(DDP),승차,908
2021-09-16,4,충무로,승차,1399
2021-09-16,4,명동,승차,557
2021-09-16,4,회현(남대문시장),승차,726
2021-09-16,4,서울역,승차,1333
2021-09-16,4,숙대입구(갈월),승차,2253
2021-09-16,4,삼각지,승차,899
2021-09-16,4,신용산,승차,1476
2021-09-16,4,이촌(국립중앙박물관),승차,1534
2021-09-16,4,동작(현충원),승차,520
2021-09-16,4,총신대입구(이수),승차,5539
2021-09-16,4,사당,승차,8569
2021-09-16,4,남태령,승차,320
2021-09-17,4,당고개,승차,5261
2021-09-17,4,상계,승차,7858
2021-09-17,4,노원,승차,5438
2021-09-17,4,창동,승차,8410
2021-09-17,4,쌍문,승차,12311
2021-09-17,4,수유(강북구청),승차,11533
2021-09-17,4,미아(서울사이버대학),승차,5075
2021-09-17,4,미아사거리,승차,9818
2021-09-17,4,길음,승차,7981
2021-09-17,4,성신여대입구(돈암),승차,4950
2021-09-17,4,한성대입구(삼선교),승차,3388
2021-09-17,4,혜화,승차,2218
2021-09-17,4,동대문,승차,980
2021-09-17,4,동대문역사문화공원(DDP),승차,788
2021-09-17,4,충무로,승차,1229
2021-09-17,4,명동,승차,549
2021-09-17,4,회현(남대문시장),승차,780
2021-09-17,4,서울역,승차,1287
2021-09-17,4,숙대입구(갈월),승차,2011
2021-09-17,4,삼각지,승차,830
2021-09-17,4,신용산,승차,1416
2021-09-17,4,이촌(국립중앙박물관),승차,1439
2021-09-17,4,동작(현충원),승차,533
2021-09-17,4,총신대입구(이수),승차,5147
2021-09-17,4,사당,승차,7342
2021-09-17,4,남태령,승차,340
2021-09-18,4,당고개,승차,2036
2021-09-18,4,상계,승차,2833
2021-09-18,4,노원,승차,2096
2021-09-18,4,창동,승차,3267
2021-09-18,4,쌍문,승차,4657
2021-09-18,4,수유(강북구청),승차,4860
2021-09-18,4,미아(서울사이버대학),승차,2184
2021-09-18,4,미아사거리,승차,3727
2021-09-18,4,길음,승차,2474
2021-09-18,4,성신여대입구(돈암),승차,1961
2021-09-18,4,한성대입구(삼선교),승차,1337
2021-09-18,4,혜화,승차,1273
2021-09-18,4,동대문,승차,676
2021-09-18,4,동대문역사문화공원(DDP),승차,496
2021-09-18,4,충무로,승차,763
2021-09-18,4,명동,승차,358
2021-09-18,4,회현(남대문시장),승차,557
2021-09-18,4,서울역,승차,583
2021-09-18,4,숙대입구(갈월),승차,941
2021-09-18,4,삼각지,승차,310
2021-09-18,4,신용산,승차,593
2021-09-18,4,이촌(국립중앙박물관),승차,527
2021-09-18,4,동작(현충원),승차,268
2021-09-18,4,총신대입구(이수),승차,1910
2021-09-18,4,사당,승차,2447
2021-09-18,4,남태령,승차,159
2021-09-19,4,당고개,승차,1243
2021-09-19,4,상계,승차,1728
2021-09-19,4,노원,승차,1225
2021-09-19,4,창동,승차,2098
2021-09-19,4,쌍문,승차,2914
2021-09-19,4,수유(강북구청),승차,3289
2021-09-19,4,미아(서울사이버대학),승차,1450
2021-09-19,4,미아사거리,승차,2279
2021-09-19,4,길음,승차,1491
2021-09-19,4,성신여대입구(돈암),승차,1237
2021-09-19,4,한성대입구(삼선교),승차,916
2021-09-19,4,혜화,승차,914
2021-09-19,4,동대문,승차,244
2021-09-19,4,동대문역사문화공원(DDP),승차,346
2021-09-19,4,충무로,승차,463
2021-09-19,4,명동,승차,337
2021-09-19,4,회현(남대문시장),승차,360
2021-09-19,4,서울역,승차,400
2021-09-19,4,숙대입구(갈월),승차,635
2021-09-19,4,삼각지,승차,182
2021-09-19,4,신용산,승차,388
2021-09-19,4,이촌(국립중앙박물관),승차,342
2021-09-19,4,동작(현충원),승차,189
2021-09-19,4,총신대입구(이수),승차,1169
2021-09-19,4,사당,승차,1594
2021-09-19,4,남태령,승차,78
2021-09-20,4,당고개,승차,950
2021-09-20,4,상계,승차,1310
2021-09-20,4,노원,승차,989
2021-09-20,4,창동,승차,1616
2021-09-20,4,쌍문,승차,2148
2021-09-20,4,수유(강북구청),승차,2310
2021-09-20,4,미아(서울사이버대학),승차,1088
2021-09-20,4,미아사거리,승차,1765
2021-09-20,4,길음,승차,1139
2021-09-20,4,성신여대입구(돈암),승차,975
2021-09-20,4,한성대입구(삼선교),승차,709
2021-09-20,4,혜화,승차,688
2021-09-20,4,동대문,승차,198
2021-09-20,4,동대문역사문화공원(DDP),승차,333
2021-09-20,4,충무로,승차,438
2021-09-20,4,명동,승차,290
2021-09-20,4,회현(남대문시장),승차,273
2021-09-20,4,서울역,승차,370
2021-09-20,4,숙대입구(갈월),승차,434
2021-09-20,4,삼각지,승차,167
2021-09-20,4,신용산,승차,314
2021-09-20,4,이촌(국립중앙박물관),승차,291
2021-09-20,4,동작(현충원),승차,162
2021-09-20,4,총신대입구(이수),승차,955
2021-09-20,4,사당,승차,1082
2021-09-20,4,남태령,승차,57
2021-09-21,4,당고개,승차,555
2021-09-21,4,상계,승차,836
2021-09-21,4,노원,승차,676
2021-09-21,4,창동,승차,920
2021-09-21,4,쌍문,승차,1291
2021-09-21,4,수유(강북구청),승차,1483
2021-09-21,4,미아(서울사이버대학),승차,663
2021-09-21,4,미아사거리,승차,1089
2021-09-21,4,길음,승차,759
2021-09-21,4,성신여대입구(돈암),승차,651
2021-09-21,4,한성대입구(삼선교),승차,504
2021-09-21,4,혜화,승차,560
2021-09-21,4,동대문,승차,146
2021-09-21,4,동대문역사문화공원(DDP),승차,259
2021-09-21,4,충무로,승차,320
2021-09-21,4,명동,승차,248
2021-09-21,4,회현(남대문시장),승차,213
2021-09-21,4,서울역,승차,284
2021-09-21,4,숙대입구(갈월),승차,325
2021-09-21,4,삼각지,승차,124
2021-09-21,4,신용산,승차,286
2021-09-21,4,이촌(국립중앙박물관),승차,184
2021-09-21,4,동작(현충원),승차,90
2021-09-21,4,총신대입구(이수),승차,562
2021-09-21,4,사당,승차,714
2021-09-21,4,남태령,승차,48
2021-09-22,4,당고개,승차,925
2021-09-22,4,상계,승차,1237
2021-09-22,4,노원,승차,920
2021-09-22,4,창동,승차,1441
2021-09-22,4,쌍문,승차,2135
2021-09-22,4,수유(강북구청),승차,2305
2021-09-22,4,미아(서울사이버대학),승차,1019
2021-09-22,4,미아사거리,승차,1843
2021-09-22,4,길음,승차,1124
2021-09-22,4,성신여대입구(돈암),승차,846
2021-09-22,4,한성대입구(삼선교),승차,644
2021-09-22,4,혜화,승차,618
2021-09-22,4,동대문,승차,181
2021-09-22,4,동대문역사문화공원(DDP),승차,279
2021-09-22,4,충무로,승차,359
2021-09-22,4,명동,승차,229
2021-09-22,4,회현(남대문시장),승차,244
2021-09-22,4,서울역,승차,347
2021-09-22,4,숙대입구(갈월),승차,435
2021-09-22,4,삼각지,승차,135
2021-09-22,4,신용산,승차,381
2021-09-22,4,이촌(국립중앙박물관),승차,242
2021-09-22,4,동작(현충원),승차,134
2021-09-22,4,총신대입구(이수),승차,921
2021-09-22,4,사당,승차,1090
2021-09-22,4,남태령,승차,71
2021-09-23,4,당고개,승차,5304
2021-09-23,4,상계,승차,7571
2021-09-23,4,노원,승차,5244
2021-09-23,4,창동,승차,8140
2021-09-23,4,쌍문,승차,11979
2021-09-23,4,수유(강북구청),승차,11092
2021-09-23,4,미아(서울사이버대학),승차,4865
2021-09-23,4,미아사거리,승차,9397
2021-09-23,4,길음,승차,7727
2021-09-23,4,성신여대입구(돈암),승차,4650
2021-09-23,4,한성대입구(삼선교),승차,3258
2021-09-23,4,혜화,승차,2165
2021-09-23,4,동대문,승차,614
2021-09-23,4,동대문역사문화공원(DDP),승차,641
2021-09-23,4,충무로,승차,975
2021-09-23,4,명동,승차,482
2021-09-23,4,회현(남대문시장),승차,642
2021-09-23,4,서울역,승차,1295
2021-09-23,4,숙대입구(갈월),승차,1951
2021-09-23,4,삼각지,승차,777
2021-09-23,4,신용산,승차,1483
2021-09-23,4,이촌(국립중앙박물관),승차,1434
2021-09-23,4,동작(현충원),승차,480
2021-09-23,4,총신대입구(이수),승차,4922
2021-09-23,4,사당,승차,7552
2021-09-23,4,남태령,승차,289
2021-09-24,4,당고개,승차,5199
2021-09-24,4,상계,승차,7662
2021-09-24,4,노원,승차,5365
2021-09-24,4,창동,승차,8292
2021-09-24,4,쌍문,승차,12450
2021-09-24,4,수유(강북구청),승차,11422
2021-09-24,4,미아(서울사이버대학),승차,4915
2021-09-24,4,미아사거리,승차,9624
2021-09-24,4,길음,승차,7896
2021-09-24,4,성신여대입구(돈암),승차,4878
2021-09-24,4,한성대입구(삼선교),승차,3463
2021-09-24,4,혜화,승차,2265
2021-09-24,4,동대문,승차,935
2021-09-24,4,동대문역사문화공원(DDP),승차,859
2021-09-24,4,충무로,승차,1113
2021-09-24,4,명동,승차,518
2021-09-24,4,회현(남대문시장),승차,740
2021-09-24,4,서울역,승차,1275
2021-09-24,4,숙대입구(갈월),승차,2046
2021-09-24,4,삼각지,승차,817
2021-09-24,4,신용산,승차,1414
2021-09-24,4,이촌(국립중앙박물관),승차,1398
2021-09-24,4,동작(현충원),승차,508
2021-09-24,4,총신대입구(이수),승차,5052
2021-09-24,4,사당,승차,7567
2021-09-24,4,남태령,승차,262
2021-09-25,4,당고개,승차,2083
2021-09-25,4,상계,승차,3067
2021-09-25,4,노원,승차,2172
2021-09-25,4,창동,승차,3369
2021-09-25,4,쌍문,승차,4988
2021-09-25,4,수유(강북구청),승차,5188
2021-09-25,4,미아(서울사이버대학),승차,2227
2021-09-25,4,미아사거리,승차,3785
2021-09-25,4,길음,승차,2547
2021-09-25,4,성신여대입구(돈암),승차,1976
2021-09-25,4,한성대입구(삼선교),승차,1479
2021-09-25,4,혜화,승차,1207
2021-09-25,4,동대문,승차,718
2021-09-25,4,동대문역사문화공원(DDP),승차,549
2021-09-25,4,충무로,승차,763
2021-09-25,4,명동,승차,385
2021-09-25,4,회현(남대문시장),승차,544
2021-09-25,4,서울역,승차,540
2021-09-25,4,숙대입구(갈월),승차,953
2021-09-25,4,삼각지,승차,309
2021-09-25,4,신용산,승차,638
2021-09-25,4,이촌(국립중앙박물관),승차,542
2021-09-25,4,동작(현충원),승차,247
2021-09-25,4,총신대입구(이수),승차,2027
2021-09-25,4,사당,승차,2614
2021-09-25,4,남태령,승차,131
2021-09-26,4,당고개,승차,1278
2021-09-26,4,상계,승차,1698
2021-09-26,4,노원,승차,1339
2021-09-26,4,창동,승차,2004
2021-09-26,4,쌍문,승차,2967
2021-09-26,4,수유(강북구청),승차,3219
2021-09-26,4,미아(서울사이버대학),승차,1387
2021-09-26,4,미아사거리,승차,2459
2021-09-26,4,길음,승차,1548
2021-09-26,4,성신여대입구(돈암),승차,1240
2021-09-26,4,한성대입구(삼선교),승차,909
2021-09-26,4,혜화,승차,823
2021-09-26,4,동대문,승차,186
2021-09-26,4,동대문역사문화공원(DDP),승차,375
2021-09-26,4,충무로,승차,530
2021-09-26,4,명동,승차,301
2021-09-26,4,회현(남대문시장),승차,308
