수송일자,호선,역명,07-10시간대
2022-06-30,4,명동,850
2022-06-30,4,회현(남대문시장),750
2022-06-30,4,서울역,1579
2022-06-30,4,숙대입구(갈월),2583
2022-06-30,4,삼각지,1063
2022-06-30,4,신용산,1736
2022-06-30,4,이촌(국립중앙박물관),1745
2022-06-30,4,동작(현충원),262
2022-06-30,4,총신대입구(이수),5697
2022-06-30,4,사당,9022
2022-06-30,4,남태령,316
2022-07-01,4,당고개,3732
2022-07-01,4,상계,8011
2022-07-01,4,노원,5387
2022-07-01,4,창동,9437
2022-07-01,4,쌍문,9605
2022-07-01,4,수유(강북구청),11518
2022-07-01,4,미아(서울사이버대학),4964
2022-07-01,4,미아사거리,9431
2022-07-01,4,길음,8500
2022-07-01,4,성신여대입구(돈암),5064
2022-07-01,4,한성대입구(삼선교),3512
2022-07-01,4,혜화,2167
2022-07-01,4,동대문,935
2022-07-01,4,동대문역사문화공원(DDP),1038
2022-07-01,4,충무로,1612
2022-07-01,4,명동,806
2022-07-01,4,회현(남대문시장),760
2022-07-01,4,서울역,1565
2022-07-01,4,숙대입구(갈월),2276
2022-07-01,4,삼각지,924
2022-07-01,4,신용산,1537
2022-07-01,4,이촌(국립중앙박물관),1665
2022-07-01,4,동작(현충원),468
2022-07-01,4,총신대입구(이수),5756
2022-07-01,4,사당,9903
2022-07-01,4,남태령,346
2022-07-02,4,당고개,1644
2022-07-02,4,상계,3116
2022-07-02,4,노원,2330
2022-07-02,4,창동,3613
2022-07-02,4,쌍문,5249
2022-07-02,4,수유(강북구청),5554
2022-07-02,4,미아(서울사이버대학),2507
2022-07-02,4,미아사거리,4085
2022-07-02,4,길음,3254
2022-07-02,4,성신여대입구(돈암),2267
2022-07-02,4,한성대입구(삼선교),1606
2022-07-02,4,혜화,1315
2022-07-02,4,동대문,557
2022-07-02,4,동대문역사문화공원(DDP),591
2022-07-02,4,충무로,884
2022-07-02,4,명동,732
2022-07-02,4,회현(남대문시장),623
2022-07-02,4,서울역,766
2022-07-02,4,숙대입구(갈월),1086
2022-07-02,4,삼각지,334
2022-07-02,4,신용산,787
2022-07-02,4,이촌(국립중앙박물관),632
2022-07-02,4,동작(현충원),194
2022-07-02,4,총신대입구(이수),2126
2022-07-02,4,사당,3149
2022-07-02,4,남태령,226
2022-07-03,4,당고개,1147
2022-07-03,4,상계,1985
2022-07-03,4,노원,1739
2022-07-03,4,창동,2398
2022-07-03,4,쌍문,3476
2022-07-03,4,수유(강북구청),3794
2022-07-03,4,미아(서울사이버대학),1666
2022-07-03,4,미아사거리,2795
2022-07-03,4,길음,1879
2022-07-03,4,성신여대입구(돈암),1515
2022-07-03,4,한성대입구(삼선교),1085
2022-07-03,4,혜화,878
2022-07-03,4,동대문,284
2022-07-03,4,동대문역사문화공원(DDP),469
2022-07-03,4,충무로,656
2022-07-03,4,명동,689
2022-07-03,4,회현(남대문시장),432
2022-07-03,4,서울역,642
2022-07-03,4,숙대입구(갈월),819
2022-07-03,4,삼각지,265
2022-07-03,4,신용산,537
2022-07-03,4,이촌(국립중앙박물관),467
2022-07-03,4,동작(현충원),149
2022-07-03,4,총신대입구(이수),1521
2022-07-03,4,사당,2105
2022-07-03,4,남태령,193
2022-07-04,4,당고개,3856
2022-07-04,4,상계,8002
2022-07-04,4,노원,5119
2022-07-04,4,창동,9186
2022-07-04,4,쌍문,12051
2022-07-04,4,수유(강북구청),11272
2022-07-04,4,미아(서울사이버대학),4982
2022-07-04,4,미아사거리,9484
2022-07-04,4,길음,8591
2022-07-04,4,성신여대입구(돈암),5184
2022-07-04,4,한성대입구(삼선교),3473
2022-07-04,4,혜화,2443
2022-07-04,4,동대문,1021
2022-07-04,4,동대문역사문화공원(DDP),961
2022-07-04,4,충무로,1488
2022-07-04,4,명동,905
2022-07-04,4,회현(남대문시장),817
2022-07-04,4,서울역,1548
2022-07-04,4,숙대입구(갈월),2265
2022-07-04,4,삼각지,965
2022-07-04,4,신용산,1621
2022-07-04,4,이촌(국립중앙박물관),1664
2022-07-04,4,동작(현충원),359
2022-07-04,4,총신대입구(이수),5738
2022-07-04,4,사당,10153
2022-07-04,4,남태령,322
2022-07-05,4,당고개,4059
2022-07-05,4,상계,8643
2022-07-05,4,노원,5660
2022-07-05,4,창동,9361
2022-07-05,4,쌍문,13392
2022-07-05,4,수유(강북구청),12484
2022-07-05,4,미아(서울사이버대학),5294
2022-07-05,4,미아사거리,10297
2022-07-05,4,길음,9282
2022-07-05,4,성신여대입구(돈암),5507
2022-07-05,4,한성대입구(삼선교),3812
2022-07-05,4,혜화,2544
2022-07-05,4,동대문,1046
2022-07-05,4,동대문역사문화공원(DDP),965
2022-07-05,4,충무로,1478
2022-07-05,4,명동,848
2022-07-05,4,회현(남대문시장),837
2022-07-05,4,서울역,1618
2022-07-05,4,숙대입구(갈월),2534
2022-07-05,4,삼각지,1010
2022-07-05,4,신용산,1652
2022-07-05,4,이촌(국립중앙박물관),1727
2022-07-05,4,동작(현충원),314
2022-07-05,4,총신대입구(이수),6079
2022-07-05,4,사당,9885
2022-07-05,4,남태령,293
2022-07-06,4,당고개,4063
2022-07-06,4,상계,8457
2022-07-06,4,노원,5641
2022-07-06,4,창동,9216
2022-07-06,4,쌍문,13451
2022-07-06,4,수유(강북구청),12603
2022-07-06,4,미아(서울사이버대학),5237
2022-07-06,4,미아사거리,10517
2022-07-06,4,길음,9483
2022-07-06,4,성신여대입구(돈암),5463
2022-07-06,4,한성대입구(삼선교),3702
2022-07-06,4,혜화,2464
2022-07-06,4,동대문,1018
2022-07-06,4,동대문역사문화공원(DDP),994
2022-07-06,4,충무로,1489
2022-07-06,4,명동,902
2022-07-06,4,회현(남대문시장),853
2022-07-06,4,서울역,1613
2022-07-06,4,숙대입구(갈월),2403
2022-07-06,4,삼각지,1019
2022-07-06,4,신용산,1671
2022-07-06,4,이촌(국립중앙박물관),1747
2022-07-06,4,동작(현충원),321
2022-07-06,4,총신대입구(이수),6142
2022-07-06,4,사당,9848
2022-07-06,4,남태령,288
2022-07-07,4,당고개,3996
2022-07-07,4,상계,8290
2022-07-07,4,노원,5580
2022-07-07,4,창동,9041
2022-07-07,4,쌍문,13065
2022-07-07,4,수유(강북구청),12363
2022-07-07,4,미아(서울사이버대학),5274
2022-07-07,4,미아사거리,10189
2022-07-07,4,길음,9335
2022-07-07,4,성신여대입구(돈암),5396
2022-07-07,4,한성대입구(삼선교),3700
2022-07-07,4,혜화,2437
2022-07-07,4,동대문,985
2022-07-07,4,동대문역사문화공원(DDP),958
2022-07-07,4,충무로,1547
2022-07-07,4,명동,911
2022-07-07,4,회현(남대문시장),808
2022-07-07,4,서울역,1575
2022-07-07,4,숙대입구(갈월),2392
2022-07-07,4,삼각지,1028
2022-07-07,4,신용산,1694
2022-07-07,4,이촌(국립중앙박물관),1712
2022-07-07,4,동작(현충원),309
2022-07-07,4,총신대입구(이수),5868
2022-07-07,4,사당,9782
2022-07-07,4,남태령,298
2022-07-08,4,당고개,3831
2022-07-08,4,상계,8164
2022-07-08,4,노원,5405
2022-07-08,4,창동,8850
2022-07-08,4,쌍문,12675
2022-07-08,4,수유(강북구청),11997
2022-07-08,4,미아(서울사이버대학),5002
2022-07-08,4,미아사거리,9807
2022-07-08,4,길음,9010
2022-07-08,4,성신여대입구(돈암),5269
2022-07-08,4,한성대입구(삼선교),3865
2022-07-08,4,혜화,2399
2022-07-08,4,동대문,993
2022-07-08,4,동대문역사문화공원(DDP),940
2022-07-08,4,충무로,1508
2022-07-08,4,명동,896
2022-07-08,4,회현(남대문시장),847
2022-07-08,4,서울역,1495
2022-07-08,4,숙대입구(갈월),2334
2022-07-08,4,삼각지,975
2022-07-08,4,신용산,1614
2022-07-08,4,이촌(국립중앙박물관),1598
2022-07-08,4,동작(현충원),343
2022-07-08,4,총신대입구(이수),5707
2022-07-08,4,사당,9313
2022-07-08,4,남태령,308
2022-07-09,4,당고개,1683
2022-07-09,4,상계,3151
2022-07-09,4,노원,2311
2022-07-09,4,창동,3694
2022-07-09,4,쌍문,5325
2022-07-09,4,수유(강북구청),5491
2022-07-09,4,미아(서울사이버대학),2439
2022-07-09,4,미아사거리,4111
2022-07-09,4,길음,3231
2022-07-09,4,성신여대입구(돈암),2278
2022-07-09,4,한성대입구(삼선교),1692
2022-07-09,4,혜화,1353
2022-07-09,4,동대문,556
2022-07-09,4,동대문역사문화공원(DDP),536
2022-07-09,4,충무로,845
2022-07-09,4,명동,633
2022-07-09,4,회현(남대문시장),608
2022-07-09,4,서울역,765
2022-07-09,4,숙대입구(갈월),1085
2022-07-09,4,삼각지,332
2022-07-09,4,신용산,798
2022-07-09,4,이촌(국립중앙박물관),655
2022-07-09,4,동작(현충원),199
2022-07-09,4,총신대입구(이수),2095
2022-07-09,4,사당,3067
2022-07-09,4,남태령,228
2022-07-10,4,당고개,1079
2022-07-10,4,상계,2056
2022-07-10,4,노원,1670
2022-07-10,4,창동,2400
2022-07-10,4,쌍문,3503
2022-07-10,4,수유(강북구청),3749
2022-07-10,4,미아(서울사이버대학),1655
2022-07-10,4,미아사거리,2916
2022-07-10,4,길음,1917
2022-07-10,4,성신여대입구(돈암),1449
2022-07-10,4,한성대입구(삼선교),1139
2022-07-10,4,혜화,911
2022-07-10,4,동대문,324
2022-07-10,4,동대문역사문화공원(DDP),484
2022-07-10,4,충무로,661
2022-07-10,4,명동,685
2022-07-10,4,회현(남대문시장),406
2022-07-10,4,서울역,636
2022-07-10,4,숙대입구(갈월),901
2022-07-10,4,삼각지,257
2022-07-10,4,신용산,555
2022-07-10,4,이촌(국립중앙박물관),455
2022-07-10,4,동작(현충원),155
2022-07-10,4,총신대입구(이수),1608
2022-07-10,4,사당,2211
2022-07-10,4,남태령,209
2022-07-11,4,당고개,3865
2022-07-11,4,상계,8165
2022-07-11,4,노원,5411
2022-07-11,4,창동,8761
2022-07-11,4,쌍문,12924
2022-07-11,4,수유(강북구청),12130
2022-07-11,4,미아(서울사이버대학),5166
2022-07-11,4,미아사거리,10103
2022-07-11,4,길음,9056
2022-07-11,4,성신여대입구(돈암),5425
2022-07-11,4,한성대입구(삼선교),3663
2022-07-11,4,혜화,2458
2022-07-11,4,동대문,1031
2022-07-11,4,동대문역사문화공원(DDP),905
2022-07-11,4,충무로,1368
2022-07-11,4,명동,955
2022-07-11,4,회현(남대문시장),814
2022-07-11,4,서울역,1548
2022-07-11,4,숙대입구(갈월),2441
2022-07-11,4,삼각지,1009
2022-07-11,4,신용산,1752
2022-07-11,4,이촌(국립중앙박물관),1666
2022-07-11,4,동작(현충원),309
2022-07-11,4,총신대입구(이수),5782
2022-07-11,4,사당,7881
2022-07-11,4,남태령,312
2022-07-12,4,당고개,4037
2022-07-12,4,상계,8540
2022-07-12,4,노원,5747
2022-07-12,4,창동,9092
2022-07-12,4,쌍문,13311
2022-07-12,4,수유(강북구청),12501
2022-07-12,4,미아(서울사이버대학),5334
2022-07-12,4,미아사거리,10413
2022-07-12,4,길음,9547
2022-07-12,4,성신여대입구(돈암),5533
2022-07-12,4,한성대입구(삼선교),3837
2022-07-12,4,혜화,2554
2022-07-12,4,동대문,1009
2022-07-12,4,동대문역사문화공원(DDP),969
2022-07-12,4,충무로,1544
2022-07-12,4,명동,981
2022-07-12,4,회현(남대문시장),879
2022-07-12,4,서울역,1553
2022-07-12,4,숙대입구(갈월),2425
2022-07-12,4,삼각지,1019
2022-07-12,4,신용산,1644
2022-07-12,4,이촌(국립중앙박물관),1693
2022-07-12,4,동작(현충원),328
2022-07-12,4,총신대입구(이수),6064
2022-07-12,4,사당,9581
2022-07-12,4,남태령,300
2022-07-13,4,당고개,3868
2022-07-13,4,상계,8464
2022-07-13,4,노원,5563
2022-07-13,4,창동,8852
2022-07-13,4,쌍문,12975
2022-07-13,4,수유(강북구청),12320
2022-07-13,4,미아(서울사이버대학),5231
2022-07-13,4,미아사거리,10095
2022-07-13,4,길음,9249
2022-07-13,4,성신여대입구(돈암),5416
2022-07-13,4,한성대입구(삼선교),3809
2022-07-13,4,혜화,2400
2022-07-13,4,동대문,950
2022-07-13,4,동대문역사문화공원(DDP),992
2022-07-13,4,충무로,1525
2022-07-13,4,명동,935
2022-07-13,4,회현(남대문시장),802
2022-07-13,4,서울역,1559
2022-07-13,4,숙대입구(갈월),2453
2022-07-13,4,삼각지,1004
2022-07-13,4,신용산,1702
2022-07-13,4,이촌(국립중앙박물관),1719
2022-07-13,4,동작(현충원),280
2022-07-13,4,총신대입구(이수),5783
2022-07-13,4,사당,9162
2022-07-13,4,남태령,287
2022-07-14,4,당고개,3881
2022-07-14,4,상계,8364
2022-07-14,4,노원,5509
2022-07-14,4,창동,9076
2022-07-14,4,쌍문,13187
2022-07-14,4,수유(강북구청),12298
2022-07-14,4,미아(서울사이버대학),5289
2022-07-14,4,미아사거리,10530
2022-07-14,4,길음,9424
2022-07-14,4,성신여대입구(돈암),5421
2022-07-14,4,한성대입구(삼선교),3723
2022-07-14,4,혜화,2396
2022-07-14,4,동대문,964
2022-07-14,4,동대문역사문화공원(DDP),952
2022-07-14,4,충무로,1513
2022-07-14,4,명동,1014
2022-07-14,4,회현(남대문시장),780
2022-07-14,4,서울역,1562
2022-07-14,4,숙대입구(갈월),2424
2022-07-14,4,삼각지,1009
2022-07-14,4,신용산,1662
2022-07-14,4,이촌(국립중앙박물관),1706
2022-07-14,4,동작(현충원),301
2022-07-14,4,총신대입구(이수),5956
2022-07-14,4,사당,9577
2022-07-14,4,남태령,291
2022-07-15,4,당고개,3846
2022-07-15,4,상계,8170
2022-07-15,4,노원,5463
2022-07-15,4,창동,8917
2022-07-15,4,쌍문,12867
2022-07-15,4,수유(강북구청),12189
2022-07-15,4,미아(서울사이버대학),5917
2022-07-15,4,미아사거리,10090
2022-07-15,4,길음,9063
2022-07-15,4,성신여대입구(돈암),5330
2022-07-15,4,한성대입구(삼선교),3727
2022-07-15,4,혜화,2443
2022-07-15,4,동대문,1010
2022-07-15,4,동대문역사문화공원(DDP),916
2022-07-15,4,충무로,1493
2022-07-15,4,명동,969
2022-07-15,4,회현(남대문시장),796
2022-07-15,4,서울역,1528
2022-07-15,4,숙대입구(갈월),2357
2022-07-15,4,삼각지,934
2022-07-15,4,신용산,1610
2022-07-15,4,이촌(국립중앙박물관),1948
2022-07-15,4,동작(현충원),329
2022-07-15,4,총신대입구(이수),5696
2022-07-15,4,사당,9010
2022-07-15,4,남태령,290
2022-07-16,4,당고개,1671
2022-07-16,4,상계,3151
2022-07-16,4,노원,2334
2022-07-16,4,창동,3460
2022-07-16,4,쌍문,5381
2022-07-16,4,수유(강북구청),5388
2022-07-16,4,미아(서울사이버대학),2383
2022-07-16,4,미아사거리,4099
2022-07-16,4,길음,3083
2022-07-16,4,성신여대입구(돈암),2127
2022-07-16,4,한성대입구(삼선교),1568
2022-07-16,4,혜화,1323
2022-07-16,4,동대문,552
2022-07-16,4,동대문역사문화공원(DDP),554
2022-07-16,4,충무로,876
2022-07-16,4,명동,719
2022-07-16,4,회현(남대문시장),638
2022-07-16,4,서울역,698
2022-07-16,4,숙대입구(갈월),1142
2022-07-16,4,삼각지,329
2022-07-16,4,신용산,790
2022-07-16,4,이촌(국립중앙박물관),610
2022-07-16,4,동작(현충원),191
2022-07-16,4,총신대입구(이수),1955
2022-07-16,4,사당,3025
2022-07-16,4,남태령,225
2022-07-17,4,당고개,1079
2022-07-17,4,상계,1928
2022-07-17,4,노원,1646
2022-07-17,4,창동,2276
2022-07-17,4,쌍문,3443
2022-07-17,4,수유(강북구청),3626
2022-07-17,4,미아(서울사이버대학),1666
2022-07-17,4,미아사거리,2777
2022-07-17,4,길음,1955
2022-07-17,4,성신여대입구(돈암),1414
2022-07-17,4,한성대입구(삼선교),1064
2022-07-17,4,혜화,870
2022-07-17,4,동대문,284
2022-07-17,4,동대문역사문화공원(DDP),422
2022-07-17,4,충무로,657
2022-07-17,4,명동,661
2022-07-17,4,회현(남대문시장),401
2022-07-17,4,서울역,656
2022-07-17,4,숙대입구(갈월),802
2022-07-17,4,삼각지,236
2022-07-17,4,신용산,550
2022-07-17,4,이촌(국립중앙박물관),413
2022-07-17,4,동작(현충원),139
2022-07-17,4,총신대입구(이수),1649
2022-07-17,4,사당,2201
2022-07-17,4,남태령,205
2022-07-18,4,당고개,3811
2022-07-18,4,상계,8153
2022-07-18,4,노원,5297
2022-07-18,4,창동,8938
2022-07-18,4,쌍문,12766
2022-07-18,4,수유(강북구청),11913
2022-07-18,4,미아(서울사이버대학),5088
2022-07-18,4,미아사거리,9952
2022-07-18,4,길음,8976
2022-07-18,4,성신여대입구(돈암),5243
2022-07-18,4,한성대입구(삼선교),3554
2022-07-18,4,혜화,2440
2022-07-18,4,동대문,1033
2022-07-18,4,동대문역사문화공원(DDP),908
2022-07-18,4,충무로,1404
2022-07-18,4,명동,879
2022-07-18,4,회현(남대문시장),782
2022-07-18,4,서울역,1589
2022-07-18,4,숙대입구(갈월),2299
2022-07-18,4,삼각지,961
2022-07-18,4,신용산,1611
2022-07-18,4,이촌(국립중앙박물관),1606
2022-07-18,4,동작(현충원),342
2022-07-18,4,총신대입구(이수),5713
2022-07-18,4,사당,9225
2022-07-18,4,남태령,314
2022-07-19,4,당고개,3909
2022-07-19,4,상계,8387
2022-07-19,4,노원,5724
2022-07-19,4,창동,8883
2022-07-19,4,쌍문,13228
2022-07-19,4,수유(강북구청),12379
2022-07-19,4,미아(서울사이버대학),5284
2022-07-19,4,미아사거리,10311
2022-07-19,4,길음,9332
2022-07-19,4,성신여대입구(돈암),5648
2022-07-19,4,한성대입구(삼선교),3803
2022-07-19,4,혜화,2423
2022-07-19,4,동대문,1040
2022-07-19,4,동대문역사문화공원(DDP),936
2022-07-19,4,충무로,1487
2022-07-19,4,명동,867
2022-07-19,4,회현(남대문시장),891
2022-07-19,4,서울역,1581
2022-07-19,4,숙대입구(갈월),2456
2022-07-19,4,삼각지,1009
2022-07-19,4,신용산,1627
2022-07-19,4,이촌(국립중앙박물관),1804
2022-07-19,4,동작(현충원),309
2022-07-19,4,총신대입구(이수),5902
2022-07-19,4,사당,9535
2022-07-19,4,남태령,311
2022-07-20,4,당고개,3932
2022-07-20,4,상계,8516
2022-07-20,4,노원,5476
2022-07-20,4,창동,8899
2022-07-20,4,쌍문,13332
2022-07-20,4,수유(강북구청),12359
2022-07-20,4,미아(서울사이버대학),5285
2022-07-20,4,미아사거리,10104
2022-07-20,4,길음,9386
2022-07-20,4,성신여대입구(돈암),5398
2022-07-20,4,한성대입구(삼선교),3799
2022-07-20,4,혜화,2518
2022-07-20,4,동대문,1009
2022-07-20,4,동대문역사문화공원(DDP),876
2022-07-20,4,충무로,1506
2022-07-20,4,명동,941
2022-07-20,4,회현(남대문시장),841
2022-07-20,4,서울역,1588
2022-07-20,4,숙대입구(갈월),2411
2022-07-20,4,삼각지,1021
2022-07-20,4,신용산,1660
2022-07-20,4,이촌(국립중앙박물관),1666
2022-07-20,4,동작(현충원),314
2022-07-20,4,총신대입구(이수),5877
2022-07-20,4,사당,9549
2022-07-20,4,남태령,279
2022-07-21,4,당고개,3852
2022-07-21,4,상계,8207
2022-07-21,4,노원,5390
2022-07-21,4,창동,8569
2022-07-21,4,쌍문,13081
2022-07-21,4,수유(강북구청),12248
2022-07-21,4,미아(서울사이버대학),5215
2022-07-21,4,미아사거리,10041
2022-07-21,4,길음,9113
2022-07-21,4,성신여대입구(돈암),5446
2022-07-21,4,한성대입구(삼선교),3800
2022-07-21,4,혜화,2305
2022-07-21,4,동대문,915
2022-07-21,4,동대문역사문화공원(DDP),911
2022-07-21,4,충무로,1470
2022-07-21,4,명동,927
2022-07-21,4,회현(남대문시장),758
2022-07-21,4,서울역,1567
2022-07-21,4,숙대입구(갈월),2495
2022-07-21,4,삼각지,983
2022-07-21,4,신용산,1643
2022-07-21,4,이촌(국립중앙박물관),1597
2022-07-21,4,동작(현충원),248
2022-07-21,4,총신대입구(이수),5678
2022-07-21,4,사당,9260
2022-07-21,4,남태령,299
2022-07-22,4,당고개,3744
2022-07-22,4,상계,8240
2022-07-22,4,노원,5311
2022-07-22,4,창동,8545
2022-07-22,4,쌍문,12602
2022-07-22,4,수유(강북구청),11806
2022-07-22,4,미아(서울사이버대학),5051
2022-07-22,4,미아사거리,9639
2022-07-22,4,길음,8663
2022-07-22,4,성신여대입구(돈암),5139
2022-07-22,4,한성대입구(삼선교),3617
2022-07-22,4,혜화,2450
2022-07-22,4,동대문,1008
2022-07-22,4,동대문역사문화공원(DDP),923
2022-07-22,4,충무로,1460
2022-07-22,4,명동,932
2022-07-22,4,회현(남대문시장),824
2022-07-22,4,서울역,1416
2022-07-22,4,숙대입구(갈월),2299
2022-07-22,4,삼각지,927
2022-07-22,4,신용산,1531
2022-07-22,4,이촌(국립중앙박물관),1529
2022-07-22,4,동작(현충원),358
2022-07-22,4,총신대입구(이수),5502
2022-07-22,4,사당,9010
2022-07-22,4,남태령,272
2022-07-23,4,당고개,1662
2022-07-23,4,상계,3047
2022-07-23,4,노원,2193
2022-07-23,4,창동,3594
2022-07-23,4,쌍문,5161
2022-07-23,4,수유(강북구청),5471
2022-07-23,4,미아(서울사이버대학),2379
2022-07-23,4,미아사거리,3915
2022-07-23,4,길음,2997
2022-07-23,4,성신여대입구(돈암),2191
2022-07-23,4,한성대입구(삼선교),1560
2022-07-23,4,혜화,1331
2022-07-23,4,동대문,536
2022-07-23,4,동대문역사문화공원(DDP),527
2022-07-23,4,충무로,887
2022-07-23,4,명동,721
2022-07-23,4,회현(남대문시장),589
2022-07-23,4,서울역,781
2022-07-23,4,숙대입구(갈월),1102
2022-07-23,4,삼각지,312
2022-07-23,4,신용산,724
2022-07-23,4,이촌(국립중앙박물관),581
2022-07-23,4,동작(현충원),215
2022-07-23,4,총신대입구(이수),2021
2022-07-23,4,사당,3139
2022-07-23,4,남태령,225
2022-07-24,4,당고개,1022
2022-07-24,4,상계,1787
2022-07-24,4,노원,1602
2022-07-24,4,창동,2125
2022-07-24,4,쌍문,3227
2022-07-24,4,수유(강북구청),3428
2022-07-24,4,미아(서울사이버대학),1511
2022-07-24,4,미아사거리,2651
2022-07-24,4,길음,1883
2022-07-24,4,성신여대입구(돈암),1365
2022-07-24,4,한성대입구(삼선교),1081
2022-07-24,4,혜화,882
2022-07-24,4,동대문,267
2022-07-24,4,동대문역사문화공원(DDP),503
2022-07-24,4,충무로,610
2022-07-24,4,명동,607
2022-07-24,4,회현(남대문시장),390
2022-07-24,4,서울역,569
2022-07-24,4,숙대입구(갈월),846
2022-07-24,4,삼각지,252
2022-07-24,4,신용산,449
2022-07-24,4,이촌(국립중앙박물관),419
2022-07-24,4,동작(현충원),157
2022-07-24,4,총신대입구(이수),1418
2022-07-24,4,사당,2110
2022-07-24,4,남태령,159
2022-07-25,4,당고개,3775
2022-07-25,4,상계,7927
2022-07-25,4,노원,5233
2022-07-25,4,창동,8525
2022-07-25,4,쌍문,12482
2022-07-25,4,수유(강북구청),11691
2022-07-25,4,미아(서울사이버대학),5008
2022-07-25,4,미아사거리,9741
2022-07-25,4,길음,8705
2022-07-25,4,성신여대입구(돈암),5087
2022-07-25,4,한성대입구(삼선교),3541
2022-07-25,4,혜화,2403
2022-07-25,4,동대문,1040
2022-07-25,4,동대문역사문화공원(DDP),915
2022-07-25,4,충무로,1358
2022-07-25,4,명동,948
2022-07-25,4,회현(남대문시장),836
2022-07-25,4,서울역,1496
2022-07-25,4,숙대입구(갈월),2282
2022-07-25,4,삼각지,977
2022-07-25,4,신용산,1676
2022-07-25,4,이촌(국립중앙박물관),1502
2022-07-25,4,동작(현충원),326
2022-07-25,4,총신대입구(이수),5412
2022-07-25,4,사당,9099
2022-07-25,4,남태령,325
2022-07-26,4,당고개,3750
2022-07-26,4,상계,8024
2022-07-26,4,노원,5308
2022-07-26,4,창동,8612
2022-07-26,4,쌍문,12732
2022-07-26,4,수유(강북구청),11976
2022-07-26,4,미아(서울사이버대학),5071
2022-07-26,4,미아사거리,9789
2022-07-26,4,길음,8940
2022-07-26,4,성신여대입구(돈암),5268
2022-07-26,4,한성대입구(삼선교),3734
2022-07-26,4,혜화,2350
2022-07-26,4,동대문,973
2022-07-26,4,동대문역사문화공원(DDP),924
2022-07-26,4,충무로,1472
2022-07-26,4,명동,900
2022-07-26,4,회현(남대문시장),797
2022-07-26,4,서울역,1494
2022-07-26,4,숙대입구(갈월),2386
2022-07-26,4,삼각지,966
2022-07-26,4,신용산,1580
2022-07-26,4,이촌(국립중앙박물관),1515
2022-07-26,4,동작(현충원),296
2022-07-26,4,총신대입구(이수),5633
2022-07-26,4,사당,9275
2022-07-26,4,남태령,330
2022-07-27,4,당고개,3718
2022-07-27,4,상계,7986
2022-07-27,4,노원,5253
2022-07-27,4,창동,8477
2022-07-27,4,쌍문,12612
2022-07-27,4,수유(강북구청),11915
2022-07-27,4,미아(서울사이버대학),5082
2022-07-27,4,미아사거리,9675
2022-07-27,4,길음,8748
2022-07-27,4,성신여대입구(돈암),5182
2022-07-27,4,한성대입구(삼선교),3658
2022-07-27,4,혜화,2380
2022-07-27,4,동대문,1002
2022-07-27,4,동대문역사문화공원(DDP),913
2022-07-27,4,충무로,1470
2022-07-27,4,명동,913
2022-07-27,4,회현(남대문시장),770
2022-07-27,4,서울역,1517
2022-07-27,4,숙대입구(갈월),2325
2022-07-27,4,삼각지,952
2022-07-27,4,신용산,1514
2022-07-27,4,이촌(국립중앙박물관),1540
2022-07-27,4,동작(현충원),269
2022-07-27,4,총신대입구(이수),5516
2022-07-27,4,사당,9033
2022-07-27,4,남태령,261
2022-07-28,4,당고개,3619
2022-07-28,4,상계,7874
2022-07-28,4,노원,5215
2022-07-28,4,창동,8332
2022-07-28,4,쌍문,12638
2022-07-28,4,수유(강북구청),11962
2022-07-28,4,미아(서울사이버대학),5020
2022-07-28,4,미아사거리,9714
2022-07-28,4,길음,8672
2022-07-28,4,성신여대입구(돈암),5217
2022-07-28,4,한성대입구(삼선교),3579
2022-07-28,4,혜화,2362
2022-07-28,4,동대문,995
2022-07-28,4,동대문역사문화공원(DDP),891
2022-07-28,4,충무로,1465
2022-07-28,4,명동,902
2022-07-28,4,회현(남대문시장),799
2022-07-28,4,서울역,1580
2022-07-28,4,숙대입구(갈월),2344
2022-07-28,4,삼각지,923
2022-07-28,4,신용산,1591
2022-07-28,4,이촌(국립중앙박물관),1497
2022-07-28,4,동작(현충원),298
2022-07-28,4,총신대입구(이수),5532
2022-07-28,4,사당,8949
2022-07-28,4,남태령,287
2022-07-29,4,당고개,3586
2022-07-29,4,상계,7593
2022-07-29,4,노원,5189
2022-07-29,4,창동,8167
2022-07-29,4,쌍문,12162
2022-07-29,4,수유(강북구청),11415
2022-07-29,4,미아(서울사이버대학),4887
2022-07-29,4,미아사거리,9347
2022-07-29,4,길음,8489
2022-07-29,4,성신여대입구(돈암),5037
2022-07-29,4,한성대입구(삼선교),3509
2022-07-29,4,혜화,2339
2022-07-29,4,동대문,1049
2022-07-29,4,동대문역사문화공원(DDP),924
2022-07-29,4,충무로,1370
2022-07-29,4,명동,989
2022-07-29,4,회현(남대문시장),809
2022-07-29,4,서울역,1447
2022-07-29,4,숙대입구(갈월),2315
2022-07-29,4,삼각지,895
2022-07-29,4,신용산,1533
2022-07-29,4,이촌(국립중앙박물관),1434
2022-07-29,4,동작(현충원),312
2022-07-29,4,총신대입구(이수),5331
2022-07-29,4,사당,8581
2022-07-29,4,남태령,310
2022-07-30,4,당고개,1532
2022-07-30,4,상계,2743
2022-07-30,4,노원,2087
2022-07-30,4,창동,3125
2022-07-30,4,쌍문,4906
2022-07-30,4,수유(강북구청),5082
2022-07-30,4,미아(서울사이버대학),2190
2022-07-30,4,미아사거리,3773
2022-07-30,4,길음,2772
